artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
Ihei Kimura, , ,Japanese,Male,1901, ,1974, ,Q3106591,500115328.0
"Iittala Glassworks, Iittala, Finland", , ,,,0, ,0, ,,
"Iittala Lasitehdas, Finland", , ,,,0, ,0, ,,
"Iittala, New York, NY", , ,,,0, ,0, ,,
Ikeda Fumio (pen Name: Suijo), , ,Japanese,Male,1912, ,0, ,,
Ikko (Ikko Narahara), , ,Japanese,Male,1931, ,2020, ,Q3148431,500323083.0
Ikko Tanaka, , ,Japanese,Male,1930, ,2002, ,Q325697,500125900.0
Il'ia Chashnik, , ,Russian,Male,1902, ,1929, ,Q1658589,500021680.0
Il'ia Erenburg, , ,,Male,0, ,0, ,Q348497,
Il'ia Mashkov, , ,Russian,Female,1881, ,1944, ,,
Il'ia Rogovin, , ,,Female,0, ,0, ,,
Il'ia Zdanevich, , ,French,Male,1894, ,1974, ,,
Ila Bêka, , ,Italian,Male,1967, ,0, ,,
Ilene Segalove, , ,American,Female,1950, ,0, ,,
Ilhan Koman, , ,Turkish,Male,1921, ,1986, ,,
Iliazd (Il'ia Zdanevich), , ,,Male,0, ,0, ,,
Ilit Azoulay, , ,Israeli,Female,1972, ,0, ,,
Ilkka Laine, , ,Finnish,Female,1964, ,0, ,,
Ill Will, , ,,,0, ,0, ,,
Illarion Pleshchinskii, , ,,Male,0, ,0, ,,
Illarion Skuie, , ,,,0, ,0, ,,
Ilona Weber, , ,,,0, ,0, ,,
Ilse Bing, , ,American,Female,1899, ,1998, ,Q85719,500007274.0
Ilya Bolotowsky, , ,American,Male,1907, ,1981, ,Q4091000,500014068.0
Ilya Utkin, , ,Russian,Male,1955, ,0, ,,
Imaginary Forces, , ,American,,1996, ,0, ,,
Iman Issa, , ,Egyptian,Female,1979, ,0, ,,
Imi Knoebel, , ,German,Male,1940, ,0, ,Q241977,500124422.0
Imogen Cunningham, , ,American,Female,1883, ,1976, ,Q238678,500115187.0
"Imperial Glass Corp., Bellaire, OH", , ,American,,0, ,0, ,,
Imprimerie Champenois, , ,,,0, ,0, ,,
Imre Kinszki, , ,Hungarian,Male,1901, ,1945, ,,
Ina Barfuß, , ,,,0, ,0, ,,
Inagaki Tomoo, , ,Japanese,Male,1902, ,1980, ,,
Inaki Bonillas, , ,Mexican,Male,1981, ,0, ,,
"Industrie Formenti Italia, Milan", , ,,,0, ,0, ,,
Ines Lombardi, , ,,Female,0, ,0, ,,
Ines Wetzel, , ,German,Female,1878, ,1940, ,,
"Infinitoy, San Mateo, CA; now Alex Brands, USA", , ,,,0, ,0, ,,
"Ing. C. Olivetti & C. S.p.A., Ivrea, Italy", , ,,,0, ,0, ,,
Ingar Dragset, , ,Norwegian,Male,1969, ,0, ,,
Inge Morath, , ,Austrian,Female,1923, ,2002, ,Q112033,
Inge Steckert, , ,German,Female,0, ,0, ,,
Ingeborg Gabriel, , ,German,Female,1951, ,1996, ,,
Ingeborg Strobl, , ,Austrian,Female,1949, ,0, ,,
Ingmar Bergman, , ,Swedish,Male,1918, ,2007, ,,
Ingmar Reuter,artist, , , , , , , , , 
Ingo Maurer, , ,German,Male,1932, ,0, ,Q374391,500241277.0
"Ingo Maurer GmbH, Germany", , ,,,0, ,0, ,,
Ingram Marshall, , ,,,0, ,0, ,,
Ingrid Baxter, , ,Canadian,,1938, ,0, ,,
Ingrid Calame, , ,American,Female,1968, ,0, ,,
Ingrid Wiener, , ,Austrian,Female,1942, ,0, ,,
Inka Essenhigh, , ,American,Female,1969, ,0, ,Q1663640,500125880.0
"Innovations in Composites, Inc., CA", , ,,,0, ,0, ,,
"Inoue Pleats Co., Ltd., Fukui, Japan", , ,Japanese,,0, ,0, ,,
"Intel Corporation, Santa Clara, CA", , ,American,,1968, ,0, ,,
Interaction Research Studio, , ,,,0, ,0, ,,
Interactive Telecommunications Program, , ,American,,1979, ,0, ,,
"Interex Inc., New York, NY", , ,,,0, ,0, ,,
"International Business Machines Corp., Armonk, NY", , ,American,,1914, ,0, ,,
International Electrotechnical Commission (IEC), , ,Swiss,,1906, ,0, ,,
International Film Service, , ,,,0, ,0, ,,
"International Mobile Machines, USA", , ,,,0, ,0, ,,
International News Photo, , ,,,0, ,0, ,,
International Newsreel, , ,,,0, ,0, ,,
"International Resistance Co., Philadelphia, PA", , ,,,0, ,0, ,,
"International Silver Co., Meriden, CT", , ,,,1808, ,0, ,,
Internotredici Associati, , ,Italian,,1970, ,1983, ,,
Invisible Chains, , ,,,0, ,0, ,,
Ion Bitzan, , ,Romanian,Male,1924, ,1997, ,,
Ion Grigorescu, , ,Romanian,Male,1945, ,0, ,Q1316035,
Ione Robinson, , ,American,Male,1910, ,1989, ,,
Iosef Chaikov, , ,,Male,1888, ,1979, ,,
Iosif Shkol'nik, , ,,Male,0, ,0, ,,
Iqbal Geoffrey,artist, , , , , , , , , 
Ir Shtemberg, , ,,,0, ,0, ,,
Ira Martin, , ,American,Male,1886, ,1960, ,,
Ira Nowinski, , ,American,Male,1942, ,0, ,,
Iraklii Gamrekeli, , ,Georgian,Male,1894, ,1943, ,,
Iran do Espírito Santo, , ,Brazilian,Male,1963, ,0, ,Q6067044,500355858.0
Irene Aronson, , ,American,Female,1918, ,0, ,Q19748568,500042413.0
Irene Bayer-Hecht, , ,American,Female,1898, ,1991, ,,
Irene Delano, , ,American,Female,1919, ,1982, ,,
Irene Hoffmann, , ,German,Female,1903, ,1971, ,,
Irene Poon, , ,American,Female,1941, ,0, ,,
Irene Rice Pereira, , ,American,Female,1907, ,1971, ,Q5968073,500022448.0
Irene Rousseau, , ,American,Female,0, ,0, ,,
Irene Siegel, , ,American,Female,1932, ,0, ,,
Irit Batsry, , ,Israeli,Female,1957, ,0, ,Q1672922,500088754.0
Irma Boom, , ,Dutch,Female,1960, ,0, ,Q467499,
Irma Tulek, , ,,Female,0, ,0, ,,
Iroje Architects & Planners, , ,Korean,,1989, ,0, ,,
"Iroquois China Co., Syracuse, NY", , ,,,0, ,0, ,,
Irving Amen, , ,American,Male,1918, ,2011, ,,
Irving Austin, , ,American,Male,0, ,0, ,,
Irving Harper, , ,American,Male,1916, ,2015, ,,
Irving Kriesberg, , ,American,Male,1919, ,2009, ,Q1861930,500093288.0
Irving Penn, , ,American,Male,1917, ,2009, ,Q318604,500016471.0
Irving Rusinow, , ,American,Male,1914, ,1990, ,,
Irving Schott, , ,American,Male,1891, ,1990, ,,
Irwin B. Klein, , ,American,Male,1933, ,1974, ,,
Irwin Gershen, , ,,Male,0, ,0, ,,
Irwin Kremen, , ,American,Male,1925, ,2020, ,,
Isa Stech, , ,,,0, ,0, ,,
Isaac Fuller,artist, , , , , , , , , 
Isaac I. Cole, , ,American,Male,0, ,0, ,,
Isaac Lane Muse, , ,American,Male,1906, ,1996, ,,
Isaac Nicholson,artist, , , , , , , , , 
Isaac Pocock,artist, , , , , , , , , 
Isaac Rosenberg,artist, , , , , , , , , 
Isaac Sailmaker,artist, , , , , , , , , 
Isabel Bishop, , ,American,Female,1902, ,1988, ,,
Isabel Pons, , ,Brazilian,Female,1912, ,2002, ,,
Isabel Rawsthorne,artist, , , , , , , , , 
"Isabel Scott Fabrics, New York, NY", , ,,,0, ,0, ,,
Isabelle Arthuis, , ,Belgian,Female,1969, ,0, ,,
Isaiah West Taber, , ,American,Male,1830, ,1912, ,Q12021854,500002696.0
Isami Doi, , ,American,Male,1903, ,1965, ,Q6078751,500027090.0
Isamu Kenmochi, , ,Japanese,Male,1912, ,1971, ,,
Ishan Clemenco, , ,,,0, ,0, ,,
"Ishimaru Co., Japan", , ,,,0, ,0, ,,
Ishoka, , ,Japanese,,0, ,0, ,,
Isidor Kaufmann,artist, , , , , , , , , 
Isidora Aschheim, , ,Israeli,Female,0, ,0, ,,
Isidore Opsomer,artist, , , , , , , , , 
Isidoro Ocampo, , ,Mexican,Male,1910, ,1983, ,,
Iskander Galimov, , ,Russian,Male,1960, ,0, ,,
Iskra Department of Design, , ,,,0, ,0, ,,
Iskra Grabulovski, , ,Macedonian,Female,1936, ,2008, ,,
Island Records, , ,,,1959, ,0, ,,
Ismael González de la Serna, , ,Spanish,Male,1898, ,1968, ,,
Israel Chaney,artist, , , , , , , , , 
Israel Litwak, , ,American,Male,1867, ,1952, ,,
Issacher Ber Ryback, , ,,Male,0, ,0, ,,
Issey Miyake, , ,Japanese,Male,1938, ,0, ,Q469027,
"Issey Miyake, Inc., Tokyo, Japan", , ,,,1970, ,0, ,,
Istvan Anhalt, , ,,,0, ,0, ,,
István Kerny, , ,Hungarian,Male,1879, ,1963, ,,
István Orosz, , ,Hungarian,Male,1951, ,0, ,,
István Szony, , ,Hungarian,,0, ,0, ,,
Itai Doron,artist, , , , , , , , , 
"Italjet S.p.A., Bologna", , ,,,0, ,0, ,,
Italo Scanga, , ,American,Male,1932, ,2001, ,Q6093577,500076393.0
Italo Valenti,artist, , , , , , , , , 
"Italora S.p.A., Milan, Italy", , ,,,0, ,0, ,,
Iu Kri'd'n, , ,,,0, ,0, ,,
Iukhym Mykhailiv, , ,,Male,0, ,0, ,,
Iurii Annenkov, , ,Russian,Male,1889, ,1974, ,Q1362480,500031571.0
Iurii Cherkesov, , ,,Male,0, ,0, ,,
Iurii Degen, , ,,Male,0, ,0, ,,
Iurii Sadylenko, , ,,Male,0, ,0, ,,
Ivan (Vial Williams) Vial, , ,Chilean,Male,1928, ,0, ,,
Ivan Albright,artist, , , , , , , , , 
Ivan Antić, , ,,,1923, ,2005, ,,
Ivan Bilibin, , ,,Male,0, ,0, ,Q312024,500030855.0
Ivan Cardoso, , ,Brazilian,Male,1952, ,0, ,,
Ivan Chermayeff, , ,American,Male,1932, ,2017, ,,500093646.0
Ivan Kliun, , ,Russian,Male,1878, ,1943, ,Q1988310,500001016.0
Ivan Kožarić, , ,Croatian,Male,1921, ,0, ,,
Ivan Kudriashov, , ,Russian,Male,1896, ,1972, ,,
Ivan LeLorraine Albright, , ,American,Male,1897, ,1983, ,Q1392676,500016413.0
Ivan Leonidov, , ,Russian,Male,1902, ,1959, ,Q641667,500028497.0
Ivan Manatiev, , ,,Male,0, ,0, ,,
Ivan Padalka, , ,,Male,0, ,0, ,,
Ivan Picelj, , ,Croatian,Male,1924, ,2011, ,Q1259684,500013861.0
Ivan Rerberg, , ,,Male,0, ,0, ,,
Ivan Serpa, , ,Brazilian,Male,1923, ,1973, ,,
Ivan Shagin, , ,Russian,Male,1904, ,1982, ,,
Ivan Shalmin, , ,Russian,Male,1959, ,0, ,,
Ivan Tabakovic, , ,Yugoslav,Male,1898, ,1977, ,,
Ivan Vitić, , ,,,1917, ,1986, ,,
Ivan Štraus, , ,Bosnian,Male,1928, ,2018, ,,
Ivana Keser, , ,Croatian,Female,1967, ,0, ,,
Ivo Ferreira da Silva, , ,Brazilian,Male,1911, ,1986, ,,
Ivo Pannaggi, , ,Italian,Male,1901, ,1981, ,Q726825,500056212.0
Ivor Abrahams, , ,British,Male,1935, ,0, ,Q11714362,500012378.0
Ivor Roberts-Jones,artist, , , , , , , , , 
Ivy Sky Rutzky, , ,American,,1948, ,0, ,,
Iván Hevesy, , ,Hungarian,Male,1893, ,1966, ,,
Iwan Baan, , ,Dutch,Male,1975, ,0, ,Q3156399,
Iwan Puni,artist, , , , , , , , , 
Iwao Yamawaki, , ,Japanese,Male,1898, ,1987, ,Q6100683,
Iwata Nakayama, , ,Japanese,Male,1895, ,1949, ,Q6100759,500323064.0
Iyola, , ,Canadian Inuit,Male,1933, ,2000, ,,
Izabella Gustowska, , ,Polish,Female,1948, ,0, ,,
Izhar Patkin, , ,Israeli,Male,1955, ,0, ,,
Izika Gaon, , ,Israeli,,1938, ,0, ,,
Izis, , ,French,Male,1911, ,1980, ,Q377537,500083464.0
Izoram, , ,,,0, ,0, ,,
Iñaki Ábalos, , ,Spanish,Male,1956, ,0, ,,
J. & J. Kohn, , ,Austrian,,1867, ,0, ,,
"J. & J. Kohn, Vienna", , ,,,0, ,0, ,,
"J. & L. Lobmeyr, Vienna", , ,,,0, ,0, ,,
J. A. Muenier, , ,French,Male,1863, ,1942, ,,
J. Abbott Miller, , ,American,Male,1963, ,0, ,,
J. Allen St. John, , ,American,Male,1872, ,1957, ,,
J. Arrelano Fischer, , ,Mexican,Male,1911, ,1995, ,,
J. Baseilhac, , ,French,Male,1874, ,1903, ,,
J. Bouski, , ,Polish,,0, ,0, ,,
J. Briones, , ,Spanish,,0, ,0, ,,
J. Charters, , ,Italian,,1945, ,0, ,,
J. De Praetre, , ,German,,1879, ,1947, ,,
J. Deplanque, , ,French,,0, ,0, ,,
J. E. van Lint, , ,Dutch,,0, ,0, ,,
J. Edith Wise, , ,American,Female,0, ,0, ,,
J. G. Besson, , ,French,Male,1868, ,0, ,,
J. Gurney, , ,American,Male,1812, ,1886, ,,
J. Herbert McNair, , ,British,Male,1868, ,1955, ,,
J. J. Beljon, , ,Dutch,Male,1922, ,2002, ,,
J. J. Christian Lebeau, , ,Dutch,Male,1878, ,1945, ,,
J. J. Pieter Oud, , ,Dutch,Male,1890, ,1963, ,Q470588,500026000.0
J. Jacquelin, , ,French,,0, ,0, ,,
J. Jay Hirz, , ,American,Male,1879, ,1963, ,,
J. L. Grosse, , ,American,,0, ,0, ,,
J. L. Steg, , ,American,Male,1922, ,2001, ,,
J. McIntosh Patrick,artist, , , , , , , , , 
"J. Merivaara Oy, Helsinki", , ,,,0, ,0, ,,
J. Oppenheimer,artist, , , , , , , , , 
J. P. Junot, , ,French,,0, ,0, ,,
J. P. Kayser Sohn, , ,German,,1814, ,0, ,,
J. Pascal Sébah, , ,Turkish,Male,1838, ,1890, ,,
"J. Powell & Sons, London", , ,,,0, ,0, ,,
J. Rosado Velez, , ,Puerto Rican,Male,0, ,0, ,,
J. S. Anderson, , ,British,,0, ,0, ,,
J. Sawade, , ,,,0, ,0, ,,
J. Sluijters, , ,Dutch,Male,1881, ,1957, ,,
J. Stuart Blackton, , ,British,,1875, ,1941, ,,
J. T. Snyder, , ,,,0, ,0, ,,
J. Thomas Zetterstrom, , ,American,Male,1945, ,0, ,,
J. Trevor Wood, , ,British,Male,1930, ,0, ,,
J. V. Raffaelli, , ,French,,0, ,0, ,,
J. Van Der Wal, , ,Nationality unknown,,0, ,0, ,,
J. W. McManigal, , ,American,,0, ,0, ,,
J. Wykeham Archer,artist, , , , , , , , , 
J. Wély, , ,French,Male,1873, ,1910, ,,
J. da Nobrega, , ,Italian,,1945, ,0, ,,
"J.A. Henckels Zwillingswerk AG, Solingen, West Germany (now Germany)", , ,,,0, ,0, ,,
"J.A. Henckels, USA", , ,,,0, ,0, ,,
J.C.P. Skottowe/Times Wide World Photos, , ,American,Male,1894, ,1979, ,,
J.D. 'Okhai Ojeikere, , ,Nigerian,Male,1930, ,2014, ,,
J.D.H. Harvey, , ,British,,0, ,0, ,,
"J.G. Furniture Co., Brooklyn, NY", , ,,,0, ,0, ,,
J.G.S. Herbert,artist, , , , , , , , , 
"J.H. Thorp & Co., Inc., New York, NY", , ,,,0, ,0, ,,
J.J.J. (Jean-Jacques-Joachim) Rigal, , ,French,Male,1926, ,1997, ,,
J.L. Hammett Co., , ,,,0, ,0, ,,
"J.P. Kayser Sohn, Cologne", , ,,,1814, ,0, ,,
"J.P. Kayser-Sohn Krefeld-Brockman, Germany", , ,,,0, ,0, ,,
J.P. Munro, , ,American,Male,1975, ,0, ,,
J.P. Sniadecki, , ,American,Male,1979, ,0, ,,
J.W. Chandler,artist, , , , , , , , , 
"J.W. Hukin & J.T. Heath, London", , ,,,0, ,0, ,,
JODI, , ,American,,1995, ,0, ,,
Jaap Berghuis, , ,Dutch,Male,1945, ,0, ,,
Jaap Wagemaker, , ,Dutch,Male,1906, ,1972, ,,
Jac Leirner, , ,Brazilian,Female,1961, ,0, ,Q1676900,500033133.0
Jacek Gaj, , ,Polish,Male,1938, ,0, ,,
Jacek Neugebauer, , ,Polish,Male,1934, ,0, ,,
Jacinto H. Rivero Castilla, , ,Peruvian,Male,0, ,0, ,,
Jack Barth, , ,American,Male,1949, ,0, ,,
Jack Beal, , ,American,Male,1931, ,2013, ,Q14828019,500010820.0
Jack Bush, , ,Canadian,Male,1909, ,1977, ,Q6111490,500021036.0
Jack Carver, , ,,Male,0, ,0, ,,
Jack Clements, , ,American,Male,0, ,0, ,,
Jack Coke’s Farmer’s Co-op, , ,,,0, ,0, ,,
Jack Coughlin, , ,American,Male,1932, ,0, ,,
Jack Daly, , ,American,Male,1957, ,0, ,,
Jack Delano, , ,American,Male,1914, ,1997, ,Q639121,500040799.0
Jack Garver, , ,American,Male,0, ,0, ,,
Jack Goldstein, , ,Canadian,Male,1945, ,2003, ,Q1677042,500022521.0
"Jack Haley, Jr.", , ,American,Male,1933, ,2001, ,,
Jack Hauser, , ,,Male,0, ,0, ,,
Jack Heaney, , ,American,Male,0, ,0, ,,
Jack Kinney, , ,American,Male,1909, ,1992, ,,
Jack Knox, , ,British,Male,1936, ,0, ,,
Jack Lenor Larsen, , ,American,Male,1927, ,0, ,Q6113656,500018823.0
Jack Levine, , ,American,Male,1915, ,2010, ,Q2992864,500017725.0
Jack Manning, , ,American,Male,1920, ,2001, ,,
Jack Pierson, , ,American,Male,1960, ,0, ,Q2067124,500116161.0
Jack Roth, , ,American,Male,1927, ,2004, ,Q6114917,500002220.0
Jack Sal, , ,American,Male,1954, ,0, ,,
Jack Schulze, , ,British,Male,1976, ,0, ,,
Jack Shadbolt,artist, , , , , , , , , 
Jack Smith, , ,American,Male,1932, ,1989, ,Q706886,
Jack Sonenberg, , ,American,Male,1925, ,0, ,,
Jack Strange, , ,British,Male,1984, ,0, ,,
Jack Stringer, , ,American,Male,1927, ,0, ,,
Jack Taylor, , ,American,Male,1897, ,1983, ,,
Jack Waters, , ,American,Male,0, ,0, ,,
Jack Welpott, , ,American,Male,1923, ,2007, ,,
Jack Youngerman, , ,American,Male,1926, ,2020, ,Q6115904,500004402.0
Jack Zajac, , ,American,Male,1929, ,0, ,Q15458806,500112341.0
Jacki Apple, , ,,,0, ,0, ,,
Jackie Ferrara, , ,American,Female,1929, ,0, ,Q6116329,500007652.0
Jackie Piper, , ,American,,1968, ,0, ,,
Jackie Winsor, , ,American,Female,1941, ,0, ,Q6120232,500077642.0
Jackson Mac Low, , ,American,Male,1922, ,2004, ,Q6117237,500331372.0
Jackson Pollock, , ,American,Male,1912, ,1956, ,Q37571,500015134.0
Jacky Mallett, , ,,,0, ,0, ,,
"Jacob & Josef Kohn, Vienna", , ,,,0, ,0, ,,
Jacob August Riis, , ,American,Male,1849, ,1914, ,Q379211,500063987.0
Jacob Bornfriend,artist, , , , , , , , , 
Jacob Burck, , ,American,Male,1907, ,1982, ,,
Jacob El Hanani, , ,Israeli,Male,1947, ,0, ,,
Jacob Epstein, , ,British,Male,1880, ,1959, ,Q354779,500032047.0
Jacob Gayer, , ,American,Male,1884, ,1969, ,,
Jacob Huysmans,artist, , , , , , , , , 
Jacob Jensen, , ,Danish,Male,1926, ,2015, ,Q476012,
Jacob Jongert, , ,Dutch,Male,1883, ,1942, ,,
Jacob Kainen, , ,American,Male,1909, ,2001, ,,
Jacob Kohn, , ,Austrian,Male,1791, ,1868, ,,
Jacob Landau, , ,American,Male,1917, ,2001, ,,
Jacob Lawrence, , ,American,Male,1917, ,2000, ,Q355566,500027690.0
Jacob Philippe Hackert,artist, , , , , , , , , 
Jacob Pins, , ,German,Male,0, ,0, ,,
Jacobo Borges, , ,Venezuelan,Male,1931, ,0, ,,
Jacobus Lucas Verhoog, , ,Danish,Male,1878, ,0, ,,
Jacolby Satterwhite, , ,American,Male,1986, ,0, ,,
Jacqueline Groag, , ,British,Female,1903, ,1986, ,,
Jacqueline Humphries, , ,American,Female,1960, ,0, ,,
Jacqueline Lamba, , ,French,Female,1910, ,1993, ,,
Jacqueline Livingston, , ,American,Female,1943, ,0, ,,
Jacqueline Poncelet, , ,British,Female,1947, ,0, ,,
Jacqueline S. Casey, , ,American,Female,1927, ,0, ,,
Jacqueline Yuan Quinn, , ,American,Female,1990, ,0, ,,
Jacques Charlier, , ,Belgian,Male,1939, ,0, ,,
Jacques Doucet, , ,French,Male,1924, ,1994, ,,
Jacques Gagné, , ,Canadian,,1959, ,0, ,,
Jacques Herzog, , ,Swiss,Male,1950, ,0, ,,
Jacques Hérold, , ,Romanian,Male,1910, ,1991, ,,
Jacques Lacomblez, , ,Belgian,Male,1934, ,0, ,,
Jacques Le Rider, , ,French,Male,1954, ,0, ,,
Jacques Lipchitz, , ,American,Male,1891, ,1973, ,Q380426,500015743.0
Jacques Louis Nyst, , ,Belgian,Male,1942, ,1995, ,,
Jacques Lowe, , ,American,Male,1924, ,0, ,,
Jacques Mahé de la Villeglé,artist, , , , , , , , , 
Jacques Mauny, , ,French,Male,1893, ,1962, ,,
Jacques Nathan-Garamond, , ,French,Male,1910, ,2001, ,Q1678055,
Jacques Prévert, , ,French,Male,1900, ,1977, ,Q165274,500341496.0
Jacques Rivette, , ,French,Male,1928, ,0, ,,
Jacques Sicard, , ,French,Male,1865, ,1923, ,,
Jacques Villeglé, , ,French,Male,1926, ,0, ,Q452451,500063802.0
Jacques Villon, , ,French,Male,1875, ,1963, ,Q452254,500003616.0
Jacques Zimmerman, , ,Belgian,Male,1929, ,0, ,,
Jacques-André Boiffard, , ,French,Male,1902, ,1961, ,Q958849,
Jacques-Henri Lévesque, , ,French,Male,0, ,0, ,,
Jacques-Philippe Potteau, , ,French,,1807, ,1876, ,,
"Jaguar Ltd., Coventry, England", , ,,,0, ,0, ,,
Jaime Davidovich, , ,American,Male,1936, ,2016, ,Q6123726,500060787.0
Jake Berthot, , ,American,Male,1939, ,2014, ,,500014747.0
Jake Chapman, , ,British,Male,1966, ,0, ,Q19796190,500057374.0
Jakob (Jack) Friedrich Bollschweiler, , ,German,Male,1888, ,1938, ,,
Jakob Goldbaum, , ,,,0, ,0, ,,
Jakob Kolding, , ,Danish,Male,1971, ,0, ,,
Jakob Neulinger, , ,Austrian,Male,1979, ,0, ,,
"Jakob Schläpfer AG, St.Gallen", , ,,,0, ,0, ,,
Jakob Senneby, , ,,Male,0, ,0, ,,
Jakob Steinhardt, , ,Israeli,Male,1887, ,1968, ,Q214106,500018899.0
Jakob Tuggener, , ,Swiss,Male,1904, ,1988, ,Q1451077,
Jakob Wagner, , ,Danish,Male,1963, ,0, ,,
Jakub Szczęsny, , ,Polish,Male,1973, ,0, ,,
James (Arthur) Fallon, , ,American,Male,1946, ,0, ,,
James A. Sebastian, , ,American,Male,1942, ,0, ,,
James Abbe, , ,American,Male,1883, ,1973, ,Q321301,500026671.0
James Alinder, , ,American,Male,1941, ,0, ,,
James Anderson, , ,British,Male,1813, ,1877, ,Q3160907,500001454.0
James Arthur O'Connor,attributed to, , , , , , , , , 
James Auger, , ,British,Male,1970, ,0, ,,
James Baker Pyne,artist, , , , , , , , , 
James Barenger,artist, , , , , , , , , 
James Bartlett Rich, , ,American,Male,1866, ,1942, ,,
James Benning, , ,American,Male,1942, ,0, ,,
James Biederman, , ,American,Male,1947, ,0, ,Q19958994,
James Bishop, , ,American,Male,1927, ,0, ,,
James Bourne,attributed to, , , , , , , , , 
James Boynton, , ,American,Male,1928, ,2010, ,,
James Brown, , ,American,Male,1951, ,2020, ,,
James Bruce Grashow, , ,American,Male,1942, ,0, ,,
James Byrne, , ,American,Male,1950, ,0, ,,
James C. Hare/Colliers Weekly, , ,American,Male,1856, ,1946, ,,
James Campbell,artist, , , , , , , , , 
James Casebere, , ,American,Male,1953, ,0, ,Q3160975,500099396.0
James Castle, , ,American,Male,1900, ,1977, ,Q1680153,
"James Corner, Field Operations, New York", , ,,,0, ,0, ,,
James Cowie,artist, , , , , , , , , 
James Craig Annan, , ,British,Male,1864, ,1946, ,Q2138560,500016620.0
James Deacon,artist, , , , , , , , , 
"James Dixon & Sons, England", , ,,,0, ,0, ,,
James Dow, , ,American,Male,1942, ,0, ,,
James Dyson, , ,British,Male,1947, ,0, ,Q1346101,500261400.0
James Edward Davis, , ,American,Male,1901, ,1974, ,,
James F. Gibson, , ,American,Male,0, ,0, ,,
James Fitzsimmons, , ,American,Male,0, ,0, ,,
James Forsberg, , ,American,Male,1919, ,1991, ,,
James Francis Gill, , ,American,Male,1934, ,0, ,Q1680453,500031667.0
James Gillray,attributed to, , , , , , , , , 
James Gleeson, , ,Australian,Male,1915, ,2008, ,,
James Gross, , ,American,Male,0, ,0, ,,
James Guitet, , ,French,Male,1925, ,0, ,,
James H. Dougherty, , ,Nationality unknown,Male,0, ,0, ,,
James Henderson Boyd, , ,Canadian,Male,1928, ,2002, ,,
James Henry Daugherty, , ,American,Male,1889, ,1974, ,,
James Holworthy,artist, , , , , , , , , 
James Hong, , ,American,Male,1948, ,0, ,,
James Hugonin,artist, , , , , , , , , 
James Hyde, , ,American,Male,1958, ,0, ,,
James J. Jacobson, , ,American,Male,0, ,0, ,,
James Jarvaise, , ,American,Male,1925, ,2015, ,,
James Jefferys,artist, , , , , , , , , 
James Johnson,attributed to, , , , , , , , , 
James Juszczyk, , ,American,Male,0, ,0, ,,
James Kearns, , ,American,Male,1924, ,0, ,,
James Kelly, , ,American,Male,1913, ,0, ,,
James Kerr-Lawson,artist, , , , , , , , , 
James King, , ,British,Male,1982, ,0, ,,
James Lamb, , ,British,,1971, ,0, ,,
James Lambert,artist, , , , , , , , , 
James Latham,artist, , , , , , , , , 
James Lee Byars, , ,American,Male,1932, ,1997, ,Q882861,500089748.0
James Leon Williams, , ,American,Male,1852, ,1920, ,,
James Lesesne Wells, , ,American,Male,1902, ,1993, ,,
James Lloyd,artist, , , , , , , , , 
James Longley, , ,American,Male,1972, ,0, ,,
James M. Goins, , ,American,Male,1847, ,1920, ,,
James McCaffry, , ,American,Male,1954, ,2011, ,,
James McGarrell, , ,American,Male,1930, ,0, ,Q1668538,500010350.0
James McNeill Whistler, , ,American,Male,1834, ,1903, ,Q203643,500012432.0
James Miho, , ,American,Male,1933, ,0, ,,
James Miller,attributed to, , , , , , , , , 
James Montgomery Flagg, , ,American,Male,1877, ,1960, ,Q537266,500003051.0
James Moore,artist, , , , , , , , , 
James Mudd, , ,British,Male,1821, ,1906, ,Q20054873,500023618.0
James Nares, , ,British,Male,1953, ,0, ,Q16185492,500110769.0
James Northcote,artist, , , , , , , , , 
James Poppitz, , ,American,Male,1957, ,0, ,,
James Powderly, , ,American,Male,1976, ,0, ,,
James Prestini, , ,American,Male,1908, ,1993, ,,
James Pyman,artist, , , , , , , , , 
James Richards, , ,British,Male,1983, ,0, ,,
James Riddle, , ,American,Male,1933, ,0, ,,
James Rielly,artist, , , , , , , , , 
James Risser, , ,American,Male,1947, ,0, ,,
James Robertson, , ,British,Male,1813, ,1888, ,,
James Romberger, , ,,Male,0, ,0, ,,
James Rosati, , ,American,Male,1912, ,1988, ,Q6142414,
James Rosen, , ,,Male,0, ,0, ,,
James Rosenquist, , ,American,Male,1933, ,2017, ,Q448845,500021855.0
James Seawright, , ,American,Male,1936, ,0, ,,
James Shaw, , ,British,Male,0, ,0, ,,
James Sherwood, , ,American,Male,1951, ,0, ,,
James Siena, , ,American,Male,1957, ,0, ,,
James Sinclair (14th Earl of Caithness), , ,British,Male,1821, ,1881, ,,
"James Spring & Wire Company; later James Industries; now Alex Brands, USA", , ,,,0, ,0, ,,
James Stevenson,artist, , , , , , , , , 
James Stirling, , ,British,Male,1926, ,1992, ,Q159619,500013910.0
James Strombotne, , ,American,Male,1934, ,0, ,Q6143762,500020177.0
James Tenney, , ,American,Male,1934, ,2006, ,,
James Thrall Soby, , ,American,Male,1906, ,1979, ,,
James Thurber, , ,American,Male,1894, ,1961, ,Q124527,500072427.0
James Turpin Hart,artist, , , , , , , , , 
